 Deff   Wavelength  Qext              Qabs              Qsca              Albedo            Parea             Volume            Gfactor
   20        74.10  1.2553298500e+00  6.9163519400e-01  5.6369465600e-01  4.4904106757e-01  1.1328294700e+03  1.5104460000e+04  5.9434033911e-01
   20        74.20  1.2529587700e+00  6.8917142900e-01  5.6378734100e-01  4.4996479892e-01  1.1328294700e+03  1.5104460000e+04  5.9384088761e-01
   20        74.30  1.2505877000e+00  6.8670761400e-01  5.6388008600e-01  4.5089207738e-01  1.1328294700e+03  1.5104460000e+04  5.9334148573e-01
   20        74.40  1.2482165100e+00  6.8424373900e-01  5.6397277100e-01  4.5182287406e-01  1.1328294700e+03  1.5104460000e+04  5.9284230940e-01
   20        74.50  1.2458454400e+00  6.8177992400e-01  5.6406551600e-01  4.5275721842e-01  1.1328294700e+03  1.5104460000e+04  5.9234323589e-01
   20        74.60  1.2434743600e+00  6.7931615900e-01  5.6415820100e-01  4.5369508142e-01  1.1328294700e+03  1.5104460000e+04  5.9184444081e-01
   20        74.70  1.2411032900e+00  6.7685240400e-01  5.6425088600e-01  4.5463652425e-01  1.1328294700e+03  1.5104460000e+04  5.9134575821e-01
   20        74.80  1.2387321000e+00  6.7438846900e-01  5.6434363100e-01  4.5558166370e-01  1.1328294700e+03  1.5104460000e+04  5.9084717481e-01
   20        74.90  1.2363610300e+00  6.7192471400e-01  5.6443631600e-01  4.5653033564e-01  1.1328294700e+03  1.5104460000e+04  5.9034887295e-01
   20        75.00  1.2339899500e+00  6.6946088900e-01  5.6452906100e-01  4.5748270559e-01  1.1328294700e+03  1.5104460000e+04  5.8985061710e-01
   20        75.10  1.2316187600e+00  6.6699701300e-01  5.6462174700e-01  4.5843873554e-01  1.1328294700e+03  1.5104460000e+04  5.8935258829e-01
   20        75.20  1.2292476900e+00  6.6453325800e-01  5.6471443200e-01  4.5939840814e-01  1.1328294700e+03  1.5104460000e+04  5.8885477536e-01
   20        75.30  1.2268766200e+00  6.6206944300e-01  5.6480717700e-01  4.6036183899e-01  1.1328294700e+03  1.5104460000e+04  5.8835701197e-01
   20        75.40  1.2245055400e+00  6.5960567800e-01  5.6489986200e-01  4.6132895569e-01  1.1328294700e+03  1.5104460000e+04  5.8785947269e-01
   20        75.50  1.2221343500e+00  6.5714180300e-01  5.6499254700e-01  4.6229986662e-01  1.1328294700e+03  1.5104460000e+04  5.8736214975e-01
   20        75.60  1.2197632800e+00  6.5467798800e-01  5.6508529200e-01  4.6327455603e-01  1.1328294700e+03  1.5104460000e+04  5.8686487632e-01
   20        75.70  1.2173922100e+00  6.5221423300e-01  5.6517797700e-01  4.6425299288e-01  1.1328294700e+03  1.5104460000e+04  5.8636782834e-01
   20        75.80  1.2150210100e+00  6.4975028800e-01  5.6527072200e-01  4.6523534766e-01  1.1328294700e+03  1.5104460000e+04  5.8587087940e-01
   20        75.90  1.2126499400e+00  6.4728653300e-01  5.6536340700e-01  4.6622144475e-01  1.1328294700e+03  1.5104460000e+04  5.8537420870e-01
   20        76.00  1.2102788700e+00  6.4482277800e-01  5.6545609200e-01  4.6721140558e-01  1.1328294700e+03  1.5104460000e+04  5.8487764953e-01
   20        76.10  1.2079078000e+00  6.4235896300e-01  5.6554883700e-01  4.6820530259e-01  1.1328294700e+03  1.5104460000e+04  5.8438119112e-01
   20        76.20  1.2051899400e+00  6.4024269200e-01  5.6494724800e-01  4.6876200112e-01  1.1328294700e+03  1.5104460000e+04  5.8391355683e-01
   20        76.30  1.2024722100e+00  6.3812661200e-01  5.6434559800e-01  4.6932111471e-01  1.1328294700e+03  1.5104460000e+04  5.8344498861e-01
   20        76.40  1.1997544800e+00  6.3601047100e-01  5.6374400900e-01  4.6988281219e-01  1.1328294700e+03  1.5104460000e+04  5.8297535717e-01
   20        76.50  1.1970366200e+00  6.3389420100e-01  5.6314241900e-01  4.7044711047e-01  1.1328294700e+03  1.5104460000e+04  5.8250477665e-01
   20        76.60  1.1943188900e+00  6.3177806100e-01  5.6254082900e-01  4.7101392577e-01  1.1328294700e+03  1.5104460000e+04  5.8203313630e-01
   20        76.70  1.1916011600e+00  6.2966192000e-01  5.6193924000e-01  4.7158332743e-01  1.1328294700e+03  1.5104460000e+04  5.8156048686e-01
   20        76.80  1.1888833000e+00  6.2754565000e-01  5.6133765000e-01  4.7215538312e-01  1.1328294700e+03  1.5104460000e+04  5.8108682359e-01
   20        76.90  1.1861655700e+00  6.2542956900e-01  5.6073600100e-01  4.7272995877e-01  1.1328294700e+03  1.5104460000e+04  5.8061220507e-01
   20        77.00  1.1834478400e+00  6.2331342900e-01  5.6013441100e-01  4.7330722324e-01  1.1328294700e+03  1.5104460000e+04  5.8013650584e-01
   20        77.10  1.1807299900e+00  6.2119716900e-01  5.5953282100e-01  4.7388719329e-01  1.1328294700e+03  1.5104460000e+04  5.7965978550e-01
   20        77.20  1.1780122500e+00  6.1908101900e-01  5.5893123100e-01  4.7446979520e-01  1.1328294700e+03  1.5104460000e+04  5.7918203715e-01
   20        77.30  1.1752945200e+00  6.1696487800e-01  5.5832964200e-01  4.7505508832e-01  1.1328294700e+03  1.5104460000e+04  5.7870325824e-01
   20        77.40  1.1725766700e+00  6.1484861800e-01  5.5772805200e-01  4.7564314238e-01  1.1328294700e+03  1.5104460000e+04  5.7822344751e-01
   20        77.50  1.1698589300e+00  6.1273252700e-01  5.5712640300e-01  4.7623383360e-01  1.1328294700e+03  1.5104460000e+04  5.7774266175e-01
   20        77.60  1.1671412000e+00  6.1061638700e-01  5.5652481300e-01  4.7682732218e-01  1.1328294700e+03  1.5104460000e+04  5.7726077705e-01
   20        77.70  1.1644233500e+00  6.0850012700e-01  5.5592322300e-01  4.7742363033e-01  1.1328294700e+03  1.5104460000e+04  5.7677784761e-01
   20        77.80  1.1617056100e+00  6.0638397600e-01  5.5532163400e-01  4.7802268425e-01  1.1328294700e+03  1.5104460000e+04  5.7629387081e-01
   20        77.90  1.1589878800e+00  6.0426783600e-01  5.5472004400e-01  4.7862454265e-01  1.1328294700e+03  1.5104460000e+04  5.7580884530e-01
   20        78.00  1.1562700300e+00  6.0215157600e-01  5.5411845400e-01  4.7922928003e-01  1.1328294700e+03  1.5104460000e+04  5.7532276664e-01
   20        78.10  1.1535522900e+00  6.0003548500e-01  5.5351680500e-01  4.7983677012e-01  1.1328294700e+03  1.5104460000e+04  5.7483569446e-01
   20        78.20  1.1508345600e+00  5.9791934500e-01  5.5291521500e-01  4.8044717653e-01  1.1328294700e+03  1.5104460000e+04  5.7434749919e-01
   20        78.30  1.1481167100e+00  5.9580308400e-01  5.5231362600e-01  4.8106052389e-01  1.1328294700e+03  1.5104460000e+04  5.7385823938e-01
   20        78.40  1.1453989700e+00  5.9368693400e-01  5.5171203600e-01  4.8167673488e-01  1.1328294700e+03  1.5104460000e+04  5.7336791362e-01
   20        78.50  1.1426812400e+00  5.9157079400e-01  5.5111044600e-01  4.8229587282e-01  1.1328294700e+03  1.5104460000e+04  5.7287651920e-01
   20        78.60  1.1399633900e+00  5.8945453300e-01  5.5050885700e-01  4.8291801459e-01  1.1328294700e+03  1.5104460000e+04  5.7238404795e-01
   20        78.70  1.1372456600e+00  5.8733845300e-01  5.4990720700e-01  4.8354302535e-01  1.1328294700e+03  1.5104460000e+04  5.7189056262e-01
   20        78.80  1.1345279200e+00  5.8522230200e-01  5.4930561800e-01  4.8417108854e-01  1.1328294700e+03  1.5104460000e+04  5.7139598743e-01
   20        78.90  1.1318100700e+00  5.8310604200e-01  5.4870402800e-01  4.8480221421e-01  1.1328294700e+03  1.5104460000e+04  5.7090027413e-01
   20        79.00  1.1290923400e+00  5.8098990200e-01  5.4810243800e-01  4.8543632667e-01  1.1328294700e+03  1.5104460000e+04  5.7040347264e-01
   20        79.10  1.1263746000e+00  5.7887375100e-01  5.4750084900e-01  4.8607350432e-01  1.1328294700e+03  1.5104460000e+04  5.6990558018e-01
   20        79.20  1.1236567500e+00  5.7675749100e-01  5.4689925900e-01  4.8671381096e-01  1.1328294700e+03  1.5104460000e+04  5.6940659157e-01
   20        79.30  1.1209390200e+00  5.7464141000e-01  5.4629761000e-01  4.8735711779e-01  1.1328294700e+03  1.5104460000e+04  5.6890656542e-01
   20        79.40  1.1182211600e+00  5.7252514000e-01  5.4569602000e-01  4.8800366110e-01  1.1328294700e+03  1.5104460000e+04  5.6840537521e-01
   20        79.50  1.1155034300e+00  5.7040900000e-01  5.4509443000e-01  4.8865329800e-01  1.1328294700e+03  1.5104460000e+04  5.6790308057e-01
   20        79.60  1.1127857000e+00  5.6829285900e-01  5.4449284100e-01  4.8930610898e-01  1.1328294700e+03  1.5104460000e+04  5.6739967312e-01
   20        79.70  1.1100678400e+00  5.6617658900e-01  5.4389125100e-01  4.8996217294e-01  1.1328294700e+03  1.5104460000e+04  5.6689515309e-01
   20        79.80  1.1073501100e+00  5.6406044900e-01  5.4328966100e-01  4.9062139977e-01  1.1328294700e+03  1.5104460000e+04  5.6638951574e-01
   20        79.90  1.1046323800e+00  5.6194436800e-01  5.4268801200e-01  4.9128381697e-01  1.1328294700e+03  1.5104460000e+04  5.6588281887e-01
   20        80.00  1.1019145300e+00  5.5982810800e-01  5.4208642200e-01  4.9194960883e-01  1.1328294700e+03  1.5104460000e+04  5.6537493758e-01
   20        80.10  1.0992809500e+00  5.5795693100e-01  5.4132401900e-01  4.9243464012e-01  1.1328294700e+03  1.5104460000e+04  5.6491299715e-01
   20        80.20  1.0966472600e+00  5.5608570300e-01  5.4056155700e-01  4.9292199663e-01  1.1328294700e+03  1.5104460000e+04  5.6444981714e-01
   20        80.30  1.0940135700e+00  5.5421441600e-01  5.3979915400e-01  4.9341175357e-01  1.1328294700e+03  1.5104460000e+04  5.6398526701e-01
   20        80.40  1.0913798800e+00  5.5234318900e-01  5.3903669100e-01  4.9390381926e-01  1.1328294700e+03  1.5104460000e+04  5.6351946551e-01
   20        80.50  1.0887461900e+00  5.5047190200e-01  5.3827428800e-01  4.9439832070e-01  1.1328294700e+03  1.5104460000e+04  5.6305227977e-01
   20        80.60  1.0861125000e+00  5.4860067400e-01  5.3751182600e-01  4.9489516602e-01  1.1328294700e+03  1.5104460000e+04  5.6258377653e-01
   20        80.70  1.0834788100e+00  5.4672938700e-01  5.3674942300e-01  4.9539448123e-01  1.1328294700e+03  1.5104460000e+04  5.6211393636e-01
   20        80.80  1.0808451200e+00  5.4485816000e-01  5.3598696000e-01  4.9589617428e-01  1.1328294700e+03  1.5104460000e+04  5.6164282243e-01
   20        80.90  1.0782114300e+00  5.4298687300e-01  5.3522455700e-01  4.9640037390e-01  1.1328294700e+03  1.5104460000e+04  5.6117030146e-01
   20        81.00  1.0755777400e+00  5.4111564600e-01  5.3446209400e-01  4.9690698694e-01  1.1328294700e+03  1.5104460000e+04  5.6069649722e-01
   20        81.10  1.0729440500e+00  5.3924435900e-01  5.3369969100e-01  4.9741614299e-01  1.1328294700e+03  1.5104460000e+04  5.6022127620e-01
   20        81.20  1.0703103500e+00  5.3737312100e-01  5.3293722900e-01  4.9792775432e-01  1.1328294700e+03  1.5104460000e+04  5.5974475748e-01
   20        81.30  1.0676766600e+00  5.3550183400e-01  5.3217482600e-01  4.9844194028e-01  1.1328294700e+03  1.5104460000e+04  5.5926680944e-01
   20        81.40  1.0650429700e+00  5.3363060700e-01  5.3141236300e-01  4.9895861291e-01  1.1328294700e+03  1.5104460000e+04  5.5878755497e-01
   20        81.50  1.0624092800e+00  5.3175932000e-01  5.3064996000e-01  4.9947790366e-01  1.1328294700e+03  1.5104460000e+04  5.5830686014e-01
   20        81.60  1.0597755900e+00  5.2988809300e-01  5.2988749700e-01  4.9999971881e-01  1.1328294700e+03  1.5104460000e+04  5.5782478861e-01
   20        81.70  1.0571419000e+00  5.2801686500e-01  5.2912503500e-01  5.0052413493e-01  1.1328294700e+03  1.5104460000e+04  5.5734131937e-01
   20        81.80  1.0545082100e+00  5.2614557700e-01  5.2836263300e-01  5.0105122747e-01  1.1328294700e+03  1.5104460000e+04  5.5685651895e-01
   20        81.90  1.0518745200e+00  5.2427434900e-01  5.2760017100e-01  5.0158090244e-01  1.1328294700e+03  1.5104460000e+04  5.5637025510e-01
   20        82.00  1.0492408300e+00  5.2240312100e-01  5.2683770900e-01  5.0211323648e-01  1.1328294700e+03  1.5104460000e+04  5.5588264718e-01
   20        82.10  1.0466072600e+00  5.2053183300e-01  5.2607542700e-01  5.0264836401e-01  1.1328294700e+03  1.5104460000e+04  5.5539356060e-01
   20        82.20  1.0439735700e+00  5.1866060500e-01  5.2531296500e-01  5.0318607683e-01  1.1328294700e+03  1.5104460000e+04  5.5490311859e-01
   20        82.30  1.0413398700e+00  5.1678937700e-01  5.2455049300e-01  5.0372650478e-01  1.1328294700e+03  1.5104460000e+04  5.5441118845e-01
   20        82.40  1.0387061800e+00  5.1491808900e-01  5.2378809100e-01  5.0426973584e-01  1.1328294700e+03  1.5104460000e+04  5.5391788780e-01
   20        82.50  1.0360724900e+00  5.1304686100e-01  5.2302562900e-01  5.0481567076e-01  1.1328294700e+03  1.5104460000e+04  5.5342308730e-01
   20        82.60  1.0334388000e+00  5.1117557300e-01  5.2226322700e-01  5.0536444635e-01  1.1328294700e+03  1.5104460000e+04  5.5292684826e-01
   20        82.70  1.0308051100e+00  5.0930434500e-01  5.2150076500e-01  5.0591596796e-01  1.1328294700e+03  1.5104460000e+04  5.5242915214e-01
   20        82.80  1.0281714200e+00  5.0743311600e-01  5.2073830400e-01  5.0647031601e-01  1.1328294700e+03  1.5104460000e+04  5.5193006121e-01
   20        82.90  1.0255377300e+00  5.0556182900e-01  5.1997590100e-01  5.0702756787e-01  1.1328294700e+03  1.5104460000e+04  5.5142944211e-01
   20        83.00  1.0229040400e+00  5.0369060000e-01  5.1921344000e-01  5.0758763256e-01  1.1328294700e+03  1.5104460000e+04  5.5092741841e-01
   20        83.10  1.0204839700e+00  5.0213164100e-01  5.1835232900e-01  5.0794754669e-01  1.1328294700e+03  1.5104460000e+04  5.5052309504e-01
   20        83.20  1.0180637800e+00  5.0057274100e-01  5.1749103900e-01  5.0830905604e-01  1.1328294700e+03  1.5104460000e+04  5.5011742598e-01
   20        83.30  1.0156437200e+00  4.9901378200e-01  5.1662993800e-01  5.0867240926e-01  1.1328294700e+03  1.5104460000e+04  5.4971040451e-01
   20        83.40  1.0132236500e+00  4.9745485200e-01  5.1576879800e-01  5.0903746473e-01  1.1328294700e+03  1.5104460000e+04  5.4930202385e-01
   20        83.50  1.0108035800e+00  4.9589592200e-01  5.1490765800e-01  5.0940426824e-01  1.1328294700e+03  1.5104460000e+04  5.4889227717e-01
   20        83.60  1.0083833900e+00  4.9433699300e-01  5.1404639700e-01  5.0977277303e-01  1.1328294700e+03  1.5104460000e+04  5.4848115850e-01
   20        83.70  1.0059633300e+00  4.9277806300e-01  5.1318526700e-01  5.1014311526e-01  1.1328294700e+03  1.5104460000e+04  5.4806865917e-01
   20        83.80  1.0035432600e+00  4.9121913300e-01  5.1232412700e-01  5.1051523878e-01  1.1328294700e+03  1.5104460000e+04  5.4765477310e-01
   20        83.90  1.0011231900e+00  4.8966020300e-01  5.1146298700e-01  5.1088916140e-01  1.1328294700e+03  1.5104460000e+04  5.4723949327e-01
   20        84.00  9.9870306300e-01  4.8810127400e-01  5.1060178900e-01  5.1126486732e-01  1.1328294700e+03  1.5104460000e+04  5.4682281265e-01
   20        84.10  9.9628293500e-01  4.8654234400e-01  5.0974059100e-01  5.1164239905e-01  1.1328294700e+03  1.5104460000e+04  5.4640472412e-01
   20        84.20  9.9386286700e-01  4.8498341400e-01  5.0887945300e-01  5.1202179888e-01  1.1328294700e+03  1.5104460000e+04  5.4598522055e-01
   20        84.30  9.9144274000e-01  4.8342448500e-01  5.0801825500e-01  5.1240302087e-01  1.1328294700e+03  1.5104460000e+04  5.4556423568e-01
   20        84.40  9.8902267200e-01  4.8186555500e-01  5.0715711700e-01  5.1278613864e-01  1.1328294700e+03  1.5104460000e+04  5.4514188224e-01
   20        84.50  9.8660254500e-01  4.8030662500e-01  5.0629592000e-01  5.1317110681e-01  1.1328294700e+03  1.5104460000e+04  5.4471809005e-01
   20        84.60  9.8418241700e-01  4.7874769600e-01  5.0543472100e-01  5.1355796676e-01  1.1328294700e+03  1.5104460000e+04  5.4429285266e-01
   20        84.70  9.8176235000e-01  4.7718876600e-01  5.0457358400e-01  5.1394676522e-01  1.1328294700e+03  1.5104460000e+04  5.4386616482e-01
   20        84.80  9.7934222200e-01  4.7562983600e-01  5.0371238600e-01  5.1433745496e-01  1.1328294700e+03  1.5104460000e+04  5.4343801801e-01
   20        84.90  9.7692215400e-01  4.7407090700e-01  5.0285124700e-01  5.1473010919e-01  1.1328294700e+03  1.5104460000e+04  5.4300840474e-01
   20        85.00  9.7450202700e-01  4.7251197700e-01  5.0199005000e-01  5.1512468532e-01  1.1328294700e+03  1.5104460000e+04  5.4257731746e-01
   20        85.10  9.7208195900e-01  4.7095304700e-01  5.0112891200e-01  5.1552125555e-01  1.1328294700e+03  1.5104460000e+04  5.4214474858e-01
   20        85.20  9.6966183200e-01  4.6939408800e-01  5.0026774400e-01  5.1591980574e-01  1.1328294700e+03  1.5104460000e+04  5.4171069043e-01
   20        85.30  9.6724176400e-01  4.6783515800e-01  4.9940660600e-01  5.1632034987e-01  1.1328294700e+03  1.5104460000e+04  5.4127513531e-01
   20        85.40  9.6482163700e-01  4.6627622800e-01  4.9854540900e-01  5.1672287383e-01  1.1328294700e+03  1.5104460000e+04  5.4083807548e-01
   20        85.50  9.6240156900e-01  4.6471729900e-01  4.9768427000e-01  5.1712745078e-01  1.1328294700e+03  1.5104460000e+04  5.4039950512e-01
   20        85.60  9.5998144100e-01  4.6315836900e-01  4.9682307200e-01  5.1753403845e-01  1.1328294700e+03  1.5104460000e+04  5.3995941235e-01
   20        85.70  9.5756137400e-01  4.6159943900e-01  4.9596193500e-01  5.1794271205e-01  1.1328294700e+03  1.5104460000e+04  5.3951779018e-01
   20        85.80  9.5514124600e-01  4.6004051000e-01  4.9510073600e-01  5.1835342477e-01  1.1328294700e+03  1.5104460000e+04  5.3907463281e-01
   20        85.90  9.5272117900e-01  4.5848158000e-01  4.9423959900e-01  5.1876625596e-01  1.1328294700e+03  1.5104460000e+04  5.3862993111e-01
   20        86.00  9.5030105100e-01  4.5692265000e-01  4.9337840100e-01  5.1918115894e-01  1.1328294700e+03  1.5104460000e+04  5.3818367699e-01
   20        86.10  9.4788098300e-01  4.5536372100e-01  4.9251726200e-01  5.1959820994e-01  1.1328294700e+03  1.5104460000e+04  5.3773586233e-01
   20        86.20  9.4546085600e-01  4.5380479100e-01  4.9165606500e-01  5.2001736706e-01  1.1328294700e+03  1.5104460000e+04  5.3728647891e-01
   20        86.30  9.4304078800e-01  4.5224586100e-01  4.9079492700e-01  5.2043870556e-01  1.1328294700e+03  1.5104460000e+04  5.3683551848e-01
   20        86.40  9.4062066100e-01  4.5068693200e-01  4.8993372900e-01  5.2086218102e-01  1.1328294700e+03  1.5104460000e+04  5.3638297273e-01
   20        86.50  9.3820053300e-01  4.4912800200e-01  4.8907253100e-01  5.2128784178e-01  1.1328294700e+03  1.5104460000e+04  5.3592877397e-01
   20        86.60  9.3578046600e-01  4.4756907200e-01  4.8821139400e-01  5.2171573541e-01  1.1328294700e+03  1.5104460000e+04  5.3547303227e-01
   20        86.70  9.3336033800e-01  4.4601014300e-01  4.8735019500e-01  5.2214581567e-01  1.1328294700e+03  1.5104460000e+04  5.3501567995e-01
   20        86.80  9.3094027000e-01  4.4445121300e-01  4.8648905700e-01  5.2257816390e-01  1.1328294700e+03  1.5104460000e+04  5.3455670734e-01
   20        86.90  9.2852014300e-01  4.4289228300e-01  4.8562786000e-01  5.2301273555e-01  1.1328294700e+03  1.5104460000e+04  5.3409610803e-01
   20        87.00  9.2610007500e-01  4.4133335400e-01  4.8476672100e-01  5.2344960775e-01  1.1328294700e+03  1.5104460000e+04  5.3363387225e-01
   20        87.10  9.2367994800e-01  4.3977442400e-01  4.8390552400e-01  5.2388873987e-01  1.1328294700e+03  1.5104460000e+04  5.3316999127e-01
   20        87.20  9.2125988000e-01  4.3821549400e-01  4.8304438600e-01  5.2433020963e-01  1.1328294700e+03  1.5104460000e+04  5.3270445627e-01
   20        87.30  9.1883975300e-01  4.3665656400e-01  4.8218318900e-01  5.2477397438e-01  1.1328294700e+03  1.5104460000e+04  5.3223726048e-01
   20        87.40  9.1641968500e-01  4.3509763500e-01  4.8132205000e-01  5.2522011244e-01  1.1328294700e+03  1.5104460000e+04  5.3176839083e-01
   20        87.50  9.1399955700e-01  4.3353870500e-01  4.8046085200e-01  5.2566858301e-01  1.1328294700e+03  1.5104460000e+04  5.3129784039e-01
   20        87.60  9.1157949000e-01  4.3197974600e-01  4.7959974400e-01  5.2611949837e-01  1.1328294700e+03  1.5104460000e+04  5.3082560012e-01
   20        87.70  9.0915936200e-01  4.3042081600e-01  4.7873854600e-01  5.2657275062e-01  1.1328294700e+03  1.5104460000e+04  5.3035166088e-01
   20        87.80  9.0673929500e-01  4.2886188600e-01  4.7787740900e-01  5.2702845419e-01  1.1328294700e+03  1.5104460000e+04  5.2987601351e-01
   20        87.90  9.0431916700e-01  4.2730295700e-01  4.7701621000e-01  5.2748656382e-01  1.1328294700e+03  1.5104460000e+04  5.2939864763e-01
   20        88.00  9.0189909900e-01  4.2574402700e-01  4.7615507200e-01  5.2794716452e-01  1.1328294700e+03  1.5104460000e+04  5.2891955615e-01
   20        88.10  8.9947897200e-01  4.2418509700e-01  4.7529387500e-01  5.2841021280e-01  1.1328294700e+03  1.5104460000e+04  5.2843872857e-01
   20        88.20  8.9705884500e-01  4.2262616800e-01  4.7443267700e-01  5.2887575842e-01  1.1328294700e+03  1.5104460000e+04  5.2795615543e-01
   20        88.30  8.9463877700e-01  4.2106723800e-01  4.7357153900e-01  5.2934385494e-01  1.1328294700e+03  1.5104460000e+04  5.2747179767e-01
   20        88.40  8.9221864900e-01  4.1950830800e-01  4.7271034100e-01  5.2981445919e-01  1.1328294700e+03  1.5104460000e+04  5.2698570474e-01
   20        88.50  8.8979858200e-01  4.1794937800e-01  4.7184920400e-01  5.3028765559e-01  1.1328294700e+03  1.5104460000e+04  5.2649783749e-01
   20        88.60  8.8737845400e-01  4.1639044900e-01  4.7098800500e-01  5.3076339963e-01  1.1328294700e+03  1.5104460000e+04  5.2600818617e-01
   20        88.70  8.8495838600e-01  4.1483151900e-01  4.7012686700e-01  5.3124177864e-01  1.1328294700e+03  1.5104460000e+04  5.2551674099e-01
   20        88.80  8.8253825900e-01  4.1327258900e-01  4.6926567000e-01  5.3172274994e-01  1.1328294700e+03  1.5104460000e+04  5.2502349208e-01
   20        88.90  8.8011819100e-01  4.1171366000e-01  4.6840453100e-01  5.3220639658e-01  1.1328294700e+03  1.5104460000e+04  5.2452842947e-01
   20        89.00  8.7769806400e-01  4.1015473000e-01  4.6754333400e-01  5.3269268006e-01  1.1328294700e+03  1.5104460000e+04  5.2403154202e-01
   20        89.10  8.7527799600e-01  4.0859580000e-01  4.6668219600e-01  5.3318168414e-01  1.1328294700e+03  1.5104460000e+04  5.2353282189e-01
   20        89.20  8.7285786900e-01  4.0703687100e-01  4.6582099800e-01  5.3367336716e-01  1.1328294700e+03  1.5104460000e+04  5.2303222773e-01
   20        89.30  8.7043780100e-01  4.0547794100e-01  4.6495986000e-01  5.3416781701e-01  1.1328294700e+03  1.5104460000e+04  5.2252980935e-01
   20        89.40  8.6801767300e-01  4.0391901100e-01  4.6409866200e-01  5.3466499178e-01  1.1328294700e+03  1.5104460000e+04  5.2202552642e-01
   20        89.50  8.6559760600e-01  4.0236008200e-01  4.6323752400e-01  5.3516497826e-01  1.1328294700e+03  1.5104460000e+04  5.2151936854e-01
   20        89.60  8.6317747800e-01  4.0080115200e-01  4.6237632600e-01  5.3566773669e-01  1.1328294700e+03  1.5104460000e+04  5.2101132524e-01
   20        89.70  8.6075741100e-01  3.9924222200e-01  4.6151518900e-01  5.3617335512e-01  1.1328294700e+03  1.5104460000e+04  5.2050138597e-01
   20        89.80  8.5833728300e-01  3.9768329300e-01  4.6065399000e-01  5.3668179062e-01  1.1328294700e+03  1.5104460000e+04  5.1998954009e-01
   20        89.90  8.5591721500e-01  3.9612436300e-01  4.5979285200e-01  5.3719313497e-01  1.1328294700e+03  1.5104460000e+04  5.1947577689e-01
   20        90.00  8.5349708800e-01  3.9456540300e-01  4.5893168500e-01  5.3770738231e-01  1.1328294700e+03  1.5104460000e+04  5.1896008557e-01
   20        90.10  8.5148578900e-01  3.9342457100e-01  4.5806121800e-01  5.3795521184e-01  1.1328294700e+03  1.5104460000e+04  5.1859426135e-01
   20        90.20  8.4947449000e-01  3.9228373800e-01  4.5719075200e-01  5.3820421611e-01  1.1328294700e+03  1.5104460000e+04  5.1822701129e-01
   20        90.30  8.4746319100e-01  3.9114290500e-01  4.5632028600e-01  5.3845440232e-01  1.1328294700e+03  1.5104460000e+04  5.1785835895e-01
   20        90.40  8.4545189100e-01  3.9000207200e-01  4.5544981900e-01  5.3870577835e-01  1.1328294700e+03  1.5104460000e+04  5.1748833273e-01
   20        90.50  8.4344065200e-01  3.8886123900e-01  4.5457941300e-01  5.3895838661e-01  1.1328294700e+03  1.5104460000e+04  5.1711688825e-01
   20        90.60  8.4142935300e-01  3.8772040600e-01  4.5370894700e-01  5.3921216960e-01  1.1328294700e+03  1.5104460000e+04  5.1674398213e-01
   20        90.70  8.3941805400e-01  3.8657957300e-01  4.5283848100e-01  5.3946716876e-01  1.1328294700e+03  1.5104460000e+04  5.1636964686e-01
   20        90.80  8.3740675400e-01  3.8543874000e-01  4.5196801400e-01  5.3972339230e-01  1.1328294700e+03  1.5104460000e+04  5.1599390173e-01
   20        90.90  8.3539545500e-01  3.8429790700e-01  4.5109754800e-01  5.3998085015e-01  1.1328294700e+03  1.5104460000e+04  5.1561667219e-01
   20        91.00  8.3338415600e-01  3.8315704500e-01  4.5022711100e-01  5.4023958550e-01  1.1328294700e+03  1.5104460000e+04  5.1523801836e-01
   20        91.10  8.3137285700e-01  3.8201621200e-01  4.4935664500e-01  5.4049953786e-01  1.1328294700e+03  1.5104460000e+04  5.1485789867e-01
   20        91.20  8.2936155800e-01  3.8087537900e-01  4.4848617900e-01  5.4076075105e-01  1.1328294700e+03  1.5104460000e+04  5.1447623443e-01
   20        91.30  8.2735031800e-01  3.7973454600e-01  4.4761577200e-01  5.4102326700e-01  1.1328294700e+03  1.5104460000e+04  5.1409315378e-01
   20        91.40  8.2533901900e-01  3.7859371300e-01  4.4674530600e-01  5.4128702959e-01  1.1328294700e+03  1.5104460000e+04  5.1370857920e-01
   20        91.50  8.2332772000e-01  3.7745288000e-01  4.4587484000e-01  5.4155208087e-01  1.1328294700e+03  1.5104460000e+04  5.1332246960e-01
   20        91.60  8.2131642100e-01  3.7631204700e-01  4.4500437400e-01  5.4181843029e-01  1.1328294700e+03  1.5104460000e+04  5.1293488410e-01
   20        91.70  8.1930512200e-01  3.7517121400e-01  4.4413390800e-01  5.4208608743e-01  1.1328294700e+03  1.5104460000e+04  5.1254574555e-01
   20        91.80  8.1729382300e-01  3.7403038100e-01  4.4326344200e-01  5.4235506194e-01  1.1328294700e+03  1.5104460000e+04  5.1215507898e-01
   20        91.90  8.1528252400e-01  3.7288954900e-01  4.4239297500e-01  5.4262536235e-01  1.1328294700e+03  1.5104460000e+04  5.1176290864e-01
   20        92.00  8.1327122400e-01  3.7174868600e-01  4.4152253800e-01  5.4289703726e-01  1.1328294700e+03  1.5104460000e+04  5.1136919196e-01
   20        92.10  8.1125992500e-01  3.7060785300e-01  4.4065207200e-01  5.4317002285e-01  1.1328294700e+03  1.5104460000e+04  5.1097388388e-01
