 Deff   Wavelength   Qext              Qabs              Qsca              Albedo            Parea             Volume            Gfactor
   10    2.6530000	 2.9162352100e+00  2.1599577400e-01  2.7002394360e+00  9.2593334953e-01  5.6478466000e+01  3.7649154700e+02  9.0176365546e-01
   10    2.6600000	 2.9262697700e+00  2.4599380800e-01  2.6802759620e+00  9.1593604577e-01  5.6478466000e+01  3.7649154700e+02  9.0703201930e-01
   10    2.6670000	 2.9349088700e+00  2.7854901600e-01  2.6563598540e+00  9.0509108516e-01  5.6478466000e+01  3.7649151600e+02  9.1302553952e-01
   10    2.6740000	 2.9369919300e+00  3.1461411700e-01  2.6223778130e+00  8.9287879419e-01  5.6478466000e+01  3.7649151600e+02  9.1877315930e-01
   10    2.6810000	 2.9259996400e+00  3.6873626700e-01  2.5572633730e+00  8.7397938743e-01  5.6478466000e+01  3.7649154700e+02  9.2473825252e-01
   10    2.6880000	 2.9059855900e+00  4.2478126300e-01  2.4812043270e+00  8.5382540627e-01  5.6478466000e+01  3.7649154700e+02  9.2959764655e-01
   10    2.6950000	 2.8842866400e+00  4.6466654500e-01  2.4196200950e+00  8.3889723769e-01  5.6478466000e+01  3.7649151600e+02  9.3493796241e-01
   10    2.7030000	 2.8530693100e+00  5.0301176300e-01  2.3500575470e+00  8.2369451691e-01  5.6478466000e+01  3.7649151600e+02  9.3976243201e-01
   10    2.7100000	 2.8062121900e+00  5.4323273900e-01  2.2629794510e+00  8.0641779658e-01  5.6478466000e+01  3.7649151600e+02  9.4470493018e-01
   10    2.7170000	 2.7570796000e+00  5.7441800800e-01  2.1826615920e+00  7.9165708237e-01  5.6478466000e+01  3.7649151600e+02  9.4843844266e-01
   10    2.7250000	 2.6207604400e+00  6.9016283800e-01  1.9305976020e+00  7.3665550370e-01  5.6478466000e+01  3.7649154700e+02  9.5459507601e-01
   10    2.7320000	 2.4752824300e+00  7.9833453900e-01  1.6769478910e+00  6.7747739437e-01  5.6478466000e+01  3.7649151600e+02  9.5915166902e-01
   10    2.7400000	 2.3774416400e+00  8.6478710200e-01  1.5126545380e+00  6.3625306824e-01  5.6478466000e+01  3.7649154700e+02  9.6145744908e-01
   10    2.7470000	 2.2894678100e+00  9.1751635100e-01  1.3719514590e+00  5.9924470351e-01  5.6478466000e+01  3.7649151600e+02  9.6319674051e-01
   10    2.7550000	 2.2389152100e+00  9.6795541000e-01  1.2709598000e+00  5.6766767867e-01  5.6478466000e+01  3.7649154700e+02  9.6372631283e-01
